SalePrice,OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,GarageYrBlt,Fireplaces,GarageFinish,GarageType,HeatingQC,BsmtFinSF1,Foundation,LotFrontage,WoodDeckSF,2ndFlrSF
263000,7,2094,2,Gd,615,912,912,Gd,Gd,2,8,2003,2004,0.0,2003.0,1,Fin,BuiltIn,Ex,0,PConc,75.0,182,1182
140000,6,1069,2,TA,440,1069,1069,Gd,TA,2,4,1977,1977,0.0,1977.0,0,RFn,Attchd,TA,559,CBlock,53.0,0,0
112500,5,928,1,TA,288,928,928,TA,TA,1,5,1957,1957,0.0,1957.0,0,Fin,Attchd,Gd,308,CBlock,50.0,0,0
255500,8,1717,3,Gd,908,1709,1717,Ex,Gd,2,7,2006,2006,250.0,2006.0,1,RFn,Attchd,Ex,0,PConc,87.0,169,0
108000,4,1126,2,TA,520,0,1126,,Gd,2,5,1949,2003,0.0,2002.0,0,Fin,Detchd,Ex,0,CBlock,67.0,0,0
284000,7,2046,3,Gd,871,998,1006,Gd,Gd,2,8,2003,2004,292.0,2003.0,1,RFn,BuiltIn,Ex,866,PConc,85.0,320,1040
113000,5,1048,1,TA,280,993,1048,TA,TA,1,5,1922,1950,0.0,1922.0,1,Unf,Detchd,TA,0,BrkTil,58.0,0,0
141000,5,1092,1,TA,299,1092,1092,TA,TA,1,6,1957,1957,0.0,1957.0,1,Fin,Attchd,TA,895,CBlock,69.0,268,0
108000,4,1336,1,TA,570,637,897,TA,TA,1,7,1920,1950,0.0,1994.0,0,Unf,CarPort,Gd,637,CBlock,60.0,0,439
175000,7,1446,2,TA,406,729,729,Gd,TA,2,6,1996,1997,0.0,1996.0,1,Unf,Attchd,Ex,604,PConc,57.0,264,717
234000,7,1557,2,Gd,420,1374,1557,Gd,Gd,2,7,2003,2004,18.0,2003.0,1,Fin,Attchd,Ex,0,PConc,,143,0
121500,5,1392,2,TA,528,1392,1392,Gd,TA,1,5,1957,1996,180.0,1957.0,1,Unf,Detchd,TA,1302,CBlock,,0,0
170000,5,1389,2,TA,418,1389,1389,Gd,TA,1,6,1974,1975,0.0,1975.0,1,RFn,Attchd,Gd,1071,CBlock,77.0,240,0
108000,5,996,0,TA,0,996,996,TA,TA,1,6,1940,1969,0.0,,1,,,Ex,290,CBlock,63.0,144,0
185000,6,1674,2,TA,396,1163,1163,Gd,TA,2,8,1918,1950,0.0,1955.0,1,Fin,Detchd,Ex,0,BrkTil,66.0,72,511
268000,7,2295,2,Gd,590,1095,1166,Gd,Gd,2,9,1992,2000,0.0,1992.0,1,RFn,Attchd,Ex,728,PConc,,0,1129
128000,6,1647,1,TA,216,806,841,Gd,Fa,1,6,1915,1950,0.0,1920.0,0,Unf,Detchd,TA,0,PConc,66.0,0,806
325000,9,2504,3,Gd,656,1122,1134,Gd,Ex,2,11,2005,2007,245.0,2005.0,1,Fin,BuiltIn,Ex,0,PConc,77.0,144,1370
214000,7,1535,2,Gd,532,1517,1535,Gd,Gd,2,7,2004,2004,168.0,2004.0,0,RFn,Attchd,Ex,2,PConc,70.0,0,0
316600,8,2132,2,Gd,612,1496,1496,Gd,Gd,1,5,1983,2009,0.0,1983.0,1,Fin,BuiltIn,Ex,1441,CBlock,79.0,349,636
135960,5,943,2,TA,600,943,943,Gd,TA,1,4,1979,1979,0.0,1979.0,2,Unf,Detchd,TA,943,CBlock,,42,0
142600,5,1728,2,TA,576,1728,1728,TA,TA,2,10,1965,1965,108.0,1987.0,0,Unf,Detchd,TA,231,CBlock,74.0,0,0
120000,6,864,1,TA,288,864,864,TA,Gd,1,4,1959,1959,207.0,1959.0,0,Unf,Attchd,Ex,414,CBlock,60.0,168,0
224500,7,1692,2,TA,650,846,846,Ex,Gd,2,6,2009,2009,0.0,2009.0,0,RFn,Attchd,Gd,0,PConc,83.0,208,846
170000,7,1430,2,TA,400,384,774,Gd,TA,2,8,2000,2000,0.0,2000.0,1,RFn,BuiltIn,Ex,0,PConc,76.0,100,656
139000,5,1109,1,TA,288,372,576,TA,TA,1,5,1971,2005,82.0,1971.0,0,Unf,BuiltIn,TA,349,CBlock,70.0,35,533
118500,5,1216,1,TA,336,832,832,TA,TA,1,6,1947,1950,0.0,1947.0,0,Unf,Detchd,TA,442,CBlock,80.0,158,384
145000,7,1477,1,TA,216,861,877,TA,TA,2,6,1928,1950,0.0,1928.0,1,Unf,Detchd,Gd,0,BrkTil,52.0,0,600
164500,5,1320,2,TA,564,1164,1320,TA,TA,1,6,1966,1966,97.0,1966.0,2,RFn,Attchd,Ex,328,CBlock,96.0,160,0
146000,7,1392,2,Gd,540,689,703,Gd,Gd,2,5,2007,2007,0.0,2007.0,0,Unf,Detchd,Ex,0,PConc,34.0,0,689
131500,5,1795,1,TA,352,1050,1050,TA,TA,2,7,1954,1954,335.0,1954.0,0,Unf,Attchd,Ex,0,BrkTil,81.0,0,745
181900,6,1429,2,TA,572,1144,1429,TA,Gd,1,7,1960,1987,85.0,1960.0,2,Unf,Attchd,Ex,594,CBlock,,216,0
253293,8,2042,3,Ex,1390,2042,2042,Ex,Ex,2,8,2008,2009,306.0,2009.0,1,RFn,Attchd,Ex,0,PConc,98.0,0,0
118500,6,816,0,TA,0,816,816,Gd,TA,1,5,1990,1990,104.0,,0,,,TA,816,CBlock,81.0,0,0
325000,10,2775,2,Ex,880,1237,1521,TA,Gd,3,9,1893,2000,0.0,1988.0,1,Unf,Detchd,Gd,0,BrkTil,75.0,105,1254
133000,4,1573,1,TA,240,884,989,TA,Gd,1,6,1935,1995,0.0,1935.0,0,Unf,Detchd,Ex,0,BrkTil,51.0,0,584
369900,8,2028,3,Gd,880,1868,2028,Ex,Gd,2,7,2005,2006,208.0,2005.0,2,RFn,Attchd,Ex,1460,PConc,88.0,326,0
130000,6,838,1,TA,275,816,838,TA,Fa,1,5,1918,2000,0.0,1961.0,0,Fin,Detchd,Ex,210,BrkTil,55.0,0,0
137000,5,860,2,TA,528,840,860,TA,TA,1,4,1982,1982,0.0,1996.0,0,Unf,Detchd,TA,672,CBlock,74.0,0,0
143000,5,1473,1,TA,452,1437,1473,TA,Ex,1,5,1968,2003,0.0,1968.0,2,Unf,Attchd,Ex,1324,CBlock,65.0,0,0
79500,5,935,1,TA,308,742,779,TA,TA,1,4,1930,1960,0.0,1988.0,0,Unf,Detchd,TA,0,BrkTil,50.0,0,0
185900,7,1582,2,Gd,520,770,770,Gd,Gd,2,6,2004,2004,0.0,2004.0,0,RFn,Attchd,Ex,490,PConc,64.0,0,812
451950,10,2296,3,Ex,842,1722,1728,Ex,Ex,2,10,2008,2008,420.0,2008.0,1,RFn,BuiltIn,Ex,1338,PConc,97.0,382,568
138000,5,816,2,TA,816,816,816,TA,TA,1,4,1982,2003,0.0,1985.0,0,Fin,Detchd,Ex,816,PConc,60.0,0,0
140000,6,848,2,Gd,420,848,848,Gd,Gd,1,4,2003,2003,170.0,2003.0,0,Fin,Attchd,Ex,685,PConc,,140,0
110000,5,924,1,TA,280,924,924,Gd,TA,1,5,1975,1975,0.0,1981.0,0,Unf,Detchd,TA,0,CBlock,88.0,0,0
319000,8,1826,3,Gd,758,1814,1826,Gd,Gd,2,7,2005,2006,238.0,2005.0,1,Fin,Attchd,Ex,1422,PConc,69.0,180,0
114504,6,1368,1,TA,216,684,684,TA,TA,1,7,1910,1993,0.0,1930.0,0,Unf,Detchd,Ex,0,CBlock,60.0,0,684
194201,7,1402,3,Gd,648,1258,1402,Ex,Gd,0,7,2006,2007,72.0,2006.0,1,Fin,Attchd,Ex,0,PConc,53.0,120,0
217500,5,1647,2,TA,621,1430,1647,Gd,Gd,2,7,1977,1977,459.0,1977.0,1,Fin,Attchd,Ex,1283,CBlock,80.0,0,0
151000,6,1556,2,TA,452,716,716,Gd,TA,2,6,1980,1980,0.0,1980.0,1,Fin,Attchd,TA,81,CBlock,24.0,161,840
275000,8,1904,2,Gd,736,1058,1058,Gd,Ex,2,8,2005,2005,280.0,2003.0,1,Fin,BuiltIn,Ex,546,PConc,74.0,179,846
141000,6,1375,1,TA,544,780,780,TA,Gd,1,6,1937,1950,0.0,1979.0,1,Unf,Detchd,TA,0,PConc,50.0,0,595
220000,8,1915,2,Gd,506,908,927,Gd,Gd,2,8,1992,1992,0.0,1992.0,1,Fin,Attchd,Ex,789,PConc,80.0,120,988
151000,7,1200,2,Gd,480,600,600,Gd,Gd,2,4,2004,2005,0.0,2004.0,0,RFn,Detchd,Ex,0,PConc,30.0,0,600
221000,7,1494,2,Gd,530,1494,1494,Gd,Gd,2,6,2002,2002,99.0,2002.0,1,RFn,Attchd,Ex,922,PConc,88.0,192,0
205000,7,1986,2,TA,486,768,1186,TA,TA,2,7,1965,1990,176.0,1965.0,3,Unf,Attchd,TA,454,CBlock,85.0,0,800
152000,5,1040,2,TA,576,1040,1040,Gd,Gd,1,6,1996,1996,0.0,2000.0,0,Unf,Detchd,Gd,732,PConc,82.0,168,0
225000,5,2008,1,TA,230,896,1112,TA,Ex,3,8,1948,2002,0.0,1948.0,0,Unf,Attchd,Ex,603,CBlock,78.0,103,896
359100,8,3194,2,TA,380,965,1940,Gd,TA,2,10,1934,1998,0.0,1934.0,2,Unf,Basment,TA,428,PConc,78.0,0,1254
118500,4,1029,1,TA,261,1029,1029,TA,TA,1,5,1961,1961,192.0,1961.0,0,Unf,Attchd,Gd,903,CBlock,61.0,64,0
313000,9,2153,3,Gd,736,1440,1476,Ex,Ex,2,8,2000,2000,204.0,2000.0,2,Fin,Attchd,Ex,904,PConc,,253,677
148000,6,1032,2,TA,564,1032,1032,Gd,TA,2,6,1978,1978,233.0,1978.0,1,Unf,Attchd,TA,605,CBlock,,0,0
261500,8,1872,2,Gd,531,1299,1299,Gd,Ex,2,7,2001,2001,108.0,2001.0,1,RFn,BuiltIn,Ex,990,PConc,,160,573
147000,5,1120,0,TA,0,1120,1120,Gd,TA,1,6,2007,2007,0.0,,0,,,Ex,206,PConc,70.0,0,0
75500,4,630,0,TA,0,630,630,Gd,TA,1,3,1972,1972,0.0,,0,,,Ex,150,CBlock,21.0,96,0
137500,6,1054,2,TA,480,936,1054,TA,Gd,1,6,1963,1963,156.0,1963.0,0,RFn,Attchd,Ex,763,PConc,80.0,120,0
183200,6,1509,2,Gd,393,783,807,Gd,Gd,2,7,2002,2003,0.0,2002.0,1,Fin,Attchd,Ex,457,PConc,,100,702
105500,6,832,2,TA,528,832,832,TA,Gd,1,4,1954,1954,0.0,1962.0,0,Unf,Detchd,Gd,0,CBlock,59.0,0,0
314813,9,1828,3,Ex,774,1822,1828,Ex,Gd,2,9,2007,2007,452.0,2007.0,1,Unf,Attchd,Ex,48,PConc,90.0,0,0
305000,8,2262,3,Gd,749,1482,1482,Gd,Gd,2,10,2003,2003,226.0,2003.0,2,Fin,Attchd,Ex,871,PConc,85.0,168,780
67000,3,864,0,TA,0,864,864,TA,TA,1,5,1914,1950,0.0,,0,,,TA,41,BrkTil,45.0,0,0
240000,6,2614,2,TA,624,1522,1548,TA,TA,2,9,1974,1997,0.0,1974.0,1,RFn,Attchd,TA,956,CBlock,90.0,38,1066
135000,5,980,2,TA,484,980,980,TA,TA,1,6,1977,1977,153.0,1986.0,0,Unf,Detchd,TA,560,CBlock,71.0,192,0
168500,6,1512,2,Gd,440,756,756,Gd,Gd,2,4,2000,2000,513.0,2000.0,1,Unf,Detchd,Ex,420,PConc,,0,756
165150,6,1790,2,TA,484,732,1012,TA,TA,1,8,1972,1972,288.0,1972.0,1,RFn,Attchd,Gd,247,CBlock,80.0,148,778
160000,6,1116,2,TA,440,1116,1116,TA,TA,1,5,1962,1962,261.0,1962.0,0,Unf,Attchd,TA,0,CBlock,87.0,0,0
139900,5,1422,1,TA,286,978,1422,TA,TA,1,6,1960,1978,0.0,1960.0,1,RFn,Attchd,TA,0,CBlock,,0,0
153000,6,1520,1,TA,364,1156,1520,TA,TA,1,7,1955,1972,164.0,1955.0,2,RFn,Basment,Ex,674,CBlock,80.0,0,0
135000,5,2080,2,TA,504,1040,1040,Gd,Fa,1,9,1969,1969,192.0,1969.0,2,Unf,Attchd,TA,650,PConc,70.0,335,1040
168500,6,1350,2,TA,520,1248,1350,TA,TA,1,6,1964,1964,259.0,1964.0,0,RFn,Attchd,TA,624,CBlock,82.0,176,0
124000,5,1750,1,TA,240,636,1089,Fa,Ex,1,8,1880,1991,0.0,1937.0,0,Unf,Detchd,TA,0,BrkTil,50.0,0,661
209500,8,1554,2,Gd,627,1554,1554,Gd,Gd,2,6,2006,2006,108.0,2006.0,1,RFn,Attchd,Ex,24,PConc,34.0,156,0
82500,7,1411,2,TA,544,1386,1411,TA,TA,2,6,1977,1977,209.0,1977.0,1,Fin,Attchd,TA,822,CBlock,85.0,192,0
139400,5,1056,1,TA,260,1056,1056,TA,TA,1,6,1954,2005,0.0,1954.0,0,Unf,Attchd,TA,480,CBlock,80.0,390,0
144000,6,1056,2,TA,576,1056,1056,TA,TA,0,4,1980,1980,0.0,1980.0,0,Unf,Detchd,Gd,1056,CBlock,64.0,264,0
200000,6,3395,0,Fa,0,1440,1440,TA,Fa,2,14,1914,1995,0.0,,0,,,Ex,256,CBlock,60.0,0,1440
60000,2,800,0,Fa,0,264,800,TA,Fa,1,4,1936,1950,0.0,,1,,,Fa,0,BrkTil,51.0,0,0
93000,5,1387,1,TA,256,811,811,TA,Gd,2,7,1954,1954,0.0,1954.0,0,Unf,BuiltIn,TA,0,CBlock,50.0,0,576
85000,5,796,0,TA,0,796,796,Fa,TA,1,4,1910,1950,0.0,,0,,,Gd,0,CBlock,67.0,328,0
264561,8,1567,3,Gd,648,1520,1567,Gd,Ex,2,7,2006,2006,0.0,2006.0,1,Fin,Attchd,Ex,1154,PConc,53.0,312,0
274000,8,1518,2,Ex,588,1518,1518,Ex,Ex,1,6,2003,2004,472.0,2003.0,1,RFn,Attchd,Ex,1218,PConc,62.0,185,0
226000,7,1929,2,Gd,650,1057,1057,Gd,Gd,2,7,2001,2001,0.0,2001.0,1,Fin,Attchd,Ex,738,PConc,,0,872
345000,8,2704,2,Gd,538,1952,2000,Gd,Ex,2,9,1972,1995,0.0,1972.0,3,Fin,Attchd,Gd,1410,CBlock,75.0,269,704
152000,5,1620,2,TA,462,780,780,TA,TA,2,7,1969,1969,263.0,1969.0,0,Fin,Attchd,Ex,493,CBlock,80.0,208,840
370878,9,1766,3,Ex,478,1766,1766,Ex,Ex,2,7,2009,2009,162.0,2009.0,1,Fin,Attchd,Ex,1121,PConc,85.0,195,0
143250,6,981,2,TA,576,981,981,TA,TA,1,5,1971,1971,0.0,1979.0,0,Unf,Detchd,TA,282,CBlock,,0,0
98300,5,1048,2,TA,420,0,1048,,TA,1,7,1950,1950,0.0,1950.0,0,Unf,Detchd,Gd,0,CBlock,60.0,0,0
155000,6,1094,2,TA,495,1094,1094,TA,TA,1,5,1953,1953,216.0,1953.0,2,RFn,Attchd,Ex,500,CBlock,85.0,0,0
155000,6,1839,2,TA,442,756,1051,TA,TA,1,7,1966,1966,351.0,1966.0,1,Unf,Attchd,TA,0,CBlock,70.0,0,788
84500,4,630,0,TA,0,630,630,Gd,TA,1,3,1970,1970,0.0,,0,,,Gd,131,CBlock,21.0,0,0
205950,7,1665,2,Gd,562,813,822,Gd,Gd,2,7,2007,2007,,2007.0,0,RFn,Attchd,Ex,0,PConc,65.0,0,843
108000,4,1510,1,TA,296,755,755,TA,TA,1,7,1940,1950,0.0,1940.0,1,Unf,Detchd,TA,0,CBlock,60.0,120,755
191000,7,1716,2,Gd,512,880,909,Gd,Gd,2,7,1996,1996,0.0,1996.0,1,RFn,Attchd,Ex,0,PConc,70.0,0,807
135000,6,1469,1,TA,216,756,756,TA,TA,1,7,1906,1995,0.0,1906.0,0,Unf,Detchd,Ex,0,CBlock,60.0,57,713
350000,8,2113,3,Gd,839,2109,2113,Gd,Gd,2,7,1995,1995,660.0,1995.0,1,Fin,Attchd,Ex,1696,PConc,91.0,236,0
88000,6,1092,1,TA,264,525,525,TA,TA,1,6,1971,1971,381.0,1971.0,0,Unf,Detchd,TA,0,CBlock,21.0,0,567
145500,5,1053,1,Gd,312,1053,1053,TA,Gd,1,5,1959,2006,54.0,1959.0,0,RFn,Attchd,Ex,806,CBlock,72.0,0,0
149000,7,1502,1,TA,270,776,851,Gd,TA,1,6,1931,2000,0.0,1931.0,1,RFn,Attchd,TA,0,BrkTil,60.0,0,651
97500,6,1458,1,TA,330,912,912,TA,TA,1,6,1948,1950,0.0,1948.0,1,Unf,Attchd,TA,0,CBlock,78.0,192,546
167000,5,1486,2,TA,480,1486,1486,TA,TA,1,7,1964,1999,0.0,1968.0,0,Fin,Detchd,Ex,637,PConc,75.0,0,0
197900,7,1935,2,TA,550,793,1142,Gd,TA,2,7,1976,1976,233.0,1976.0,1,RFn,Attchd,TA,0,CBlock,,0,793
402000,8,2448,3,Gd,711,1629,1686,Gd,Gd,2,8,1994,2005,528.0,1994.0,1,RFn,Attchd,Ex,1361,PConc,52.0,517,762
110000,6,1392,2,TA,576,1392,1392,Fa,TA,1,5,1968,1968,216.0,1968.0,2,RFn,Attchd,Gd,0,CBlock,120.0,0,0
137500,4,1181,2,TA,588,1138,1181,Gd,TA,2,6,1972,1972,0.0,1974.0,0,RFn,Detchd,TA,920,CBlock,90.0,0,0
423000,8,2097,3,Gd,1134,2077,2097,Ex,Ex,1,8,2005,2006,0.0,2005.0,1,Fin,Attchd,Ex,1721,PConc,49.0,192,0
230500,8,1936,2,Gd,504,1406,1454,Gd,Gd,2,7,2000,2000,40.0,2000.0,1,RFn,Attchd,Ex,0,PConc,106.0,188,482
129000,6,2380,2,TA,596,1021,1465,Gd,TA,2,7,1965,1979,113.0,1965.0,1,Unf,CarPort,TA,187,CBlock,,0,915
193500,6,1679,2,TA,575,1408,1679,Gd,Gd,2,7,1994,1998,258.0,1994.0,1,RFn,Attchd,Ex,1138,PConc,65.0,224,0
168000,5,1437,2,TA,576,1188,1437,TA,TA,1,6,1956,1987,0.0,1999.0,1,Unf,Detchd,Gd,988,CBlock,,304,0
137500,4,1180,1,TA,252,700,1180,Fa,Fa,1,5,1922,1950,0.0,1922.0,1,Unf,Detchd,Ex,0,BrkTil,80.0,0,0
173500,6,1476,2,Gd,540,738,738,Gd,Gd,2,7,2005,2005,0.0,2005.0,0,Fin,Attchd,Ex,193,PConc,64.0,100,738
103600,6,1369,1,TA,300,672,697,TA,TA,2,6,1925,1950,0.0,1930.0,0,Unf,Detchd,TA,551,BrkTil,54.0,147,672
165000,6,1208,2,Gd,546,1208,1208,Gd,TA,1,6,1977,1977,0.0,1977.0,1,RFn,Attchd,TA,767,CBlock,,198,0
257500,6,1839,2,TA,416,1477,1839,TA,Gd,2,7,1957,2004,106.0,1957.0,2,Fin,Attchd,Ex,1186,PConc,110.0,0,0
140000,6,1136,1,TA,384,1136,1136,TA,TA,1,5,1965,1965,0.0,1965.0,1,RFn,Attchd,TA,892,CBlock,80.0,426,0
148500,6,1441,2,TA,440,855,855,TA,TA,2,7,1978,1978,0.0,1978.0,1,Unf,Attchd,TA,311,CBlock,24.0,28,586
87000,4,1774,3,TA,779,1095,1095,TA,TA,2,8,1900,1950,0.0,1920.0,0,Unf,2Types,Fa,0,BrkTil,60.0,0,679
109500,5,792,1,Gd,240,768,792,TA,Gd,1,5,1924,2006,0.0,1924.0,0,Unf,Detchd,Ex,0,BrkTil,52.0,316,0
372500,8,2046,3,Gd,834,2046,2046,Ex,Gd,2,7,2008,2008,464.0,2008.0,1,Fin,Attchd,Ex,0,PConc,80.0,322,0
128500,5,988,2,TA,572,988,988,TA,TA,1,5,1961,1961,57.0,1963.0,0,Unf,Detchd,TA,827,CBlock,,0,0
143000,6,923,1,TA,264,923,923,Gd,TA,2,5,1980,1980,0.0,1980.0,1,RFn,Attchd,TA,543,CBlock,50.0,80,0
159434,5,1520,1,TA,281,793,848,TA,TA,1,6,1932,2000,0.0,1968.0,0,Unf,Detchd,Ex,182,BrkTil,55.0,0,672
173000,6,1291,2,TA,431,1291,1291,Gd,Gd,1,6,1996,1997,0.0,1996.0,1,Unf,Attchd,Ex,1003,PConc,,307,0
285000,9,1668,3,Gd,702,1626,1668,Gd,Gd,2,7,2002,2002,215.0,2002.0,1,Fin,Attchd,Ex,1059,PConc,90.0,257,0
221000,7,1839,2,Gd,486,1195,1195,Gd,TA,2,7,1998,1998,30.0,1998.0,0,Fin,Attchd,Gd,0,PConc,58.0,0,644
207500,7,2090,2,Gd,577,1190,1190,Gd,Gd,2,6,1984,1984,0.0,1984.0,1,Fin,Attchd,Gd,828,CBlock,,219,900
227875,7,1761,2,Gd,578,874,874,Gd,Gd,3,7,2007,2007,0.0,2007.0,0,Fin,Attchd,Ex,0,PConc,84.0,144,887
148800,7,1102,2,Gd,480,551,551,Gd,Gd,2,4,2004,2004,0.0,2004.0,0,Unf,Detchd,Ex,239,PConc,,0,551
392000,8,1419,2,Gd,567,1419,1419,Gd,Gd,2,7,2007,2007,0.0,2007.0,1,RFn,Attchd,Ex,945,PConc,60.0,140,0
194700,6,1362,2,Gd,460,1362,1362,Gd,Gd,2,6,2005,2006,256.0,2005.0,1,RFn,Attchd,Ex,20,PConc,61.0,192,0
141000,6,848,2,Gd,420,848,848,Gd,Gd,1,3,2004,2004,147.0,2004.0,1,RFn,Attchd,Ex,697,PConc,,149,0
755000,10,4316,3,Ex,832,2444,2444,Ex,Ex,3,10,1994,1995,1170.0,1994.0,2,Fin,Attchd,Ex,1455,PConc,104.0,382,1872
335000,7,2519,2,Gd,628,1210,1238,Gd,Gd,2,9,1989,1990,293.0,1989.0,2,RFn,Attchd,Ex,965,PConc,42.0,320,1281
108480,5,1073,1,TA,326,1073,1073,TA,TA,1,4,1921,1968,0.0,1968.0,0,Unf,Detchd,Ex,0,BrkTil,60.0,0,0
141500,5,1539,2,TA,576,927,1067,TA,TA,1,5,1936,1950,0.0,1995.0,0,Unf,Detchd,TA,0,BrkTil,51.0,112,472
176000,6,1137,2,TA,551,1112,1137,Gd,Gd,2,5,1987,1987,72.0,1987.0,1,Unf,Attchd,Gd,980,CBlock,54.0,125,0
89000,5,616,1,TA,205,616,616,TA,TA,1,4,1921,1950,0.0,1921.0,0,Unf,Detchd,Gd,616,CBlock,50.0,0,0
123500,5,1148,1,TA,308,980,1148,Ex,TA,1,6,1952,1952,0.0,1952.0,0,Unf,Detchd,Fa,210,PConc,57.0,0,0
138500,5,894,1,TA,336,894,894,TA,TA,1,5,1965,2009,0.0,1973.0,1,Unf,Detchd,Ex,553,CBlock,65.0,416,0
196000,7,1391,2,Gd,530,1391,1391,Gd,Gd,2,5,2004,2004,0.0,2004.0,0,RFn,Attchd,Ex,16,PConc,59.0,156,0
312500,8,1800,3,Gd,765,1800,1800,Ex,Gd,2,7,2002,2002,630.0,2002.0,1,Fin,Attchd,Ex,1274,PConc,85.0,270,0
140000,7,1164,2,TA,528,1164,1164,TA,TA,1,6,1969,1969,168.0,1969.0,0,Unf,Attchd,TA,0,CBlock,80.0,0,0
361919,8,2576,3,Ex,666,1234,1264,Ex,Ex,2,10,2006,2006,466.0,2006.0,1,Fin,BuiltIn,Ex,0,PConc,82.0,324,1312
140000,5,1812,2,TA,672,360,1032,Gd,Gd,2,8,1900,1996,0.0,1999.0,1,Unf,Detchd,Gd,0,BrkTil,76.0,344,780
213000,7,1484,2,Gd,606,1473,1484,Gd,Gd,2,7,2004,2005,109.0,2004.0,0,RFn,Attchd,Ex,712,PConc,70.0,0,0
55000,4,1092,0,Fa,0,0,372,,Fa,2,7,1930,1950,0.0,,0,,,Fa,0,Slab,70.0,0,720
302000,7,1824,2,TA,739,1643,1824,Gd,Gd,2,5,1971,2002,351.0,1971.0,2,Unf,Attchd,TA,1219,CBlock,,380,0
254000,8,1324,2,Gd,550,1324,1324,Gd,Gd,2,6,2006,2006,176.0,2006.0,1,Fin,Attchd,Ex,863,PConc,48.0,192,0
179540,7,1456,2,Gd,400,728,728,Gd,Gd,2,8,2007,2007,0.0,2007.0,1,Fin,Attchd,Ex,0,PConc,65.0,100,728
109900,5,904,1,TA,408,876,904,TA,TA,1,6,1966,1966,41.0,1966.0,0,Unf,Attchd,TA,0,PConc,,0,0
52000,3,729,0,Gd,0,270,729,TA,TA,1,5,1935,2003,0.0,,0,,,Gd,0,CBlock,56.0,0,0
102776,4,1178,1,TA,384,859,859,TA,TA,1,7,1900,1950,0.0,1964.0,0,RFn,Detchd,Gd,0,Stone,66.0,68,319
189000,8,1228,2,Gd,472,1228,1228,Gd,Gd,2,5,1988,1989,0.0,1988.0,1,Fin,Attchd,Gd,767,PConc,40.0,168,0
129000,4,960,2,TA,576,960,960,TA,TA,1,6,1970,1970,160.0,1970.0,0,Unf,Detchd,TA,789,CBlock,60.0,0,0
130500,6,1479,2,Gd,475,725,725,TA,Gd,2,6,1976,2005,289.0,1976.0,0,RFn,Attchd,Ex,533,CBlock,,0,754
165000,6,1350,2,TA,478,1064,1350,Gd,TA,2,7,1974,1974,174.0,1974.0,1,RFn,Attchd,TA,0,CBlock,78.0,0,0
159500,7,2554,2,TA,704,718,1576,TA,TA,1,8,1890,1998,0.0,1996.0,0,Unf,Detchd,Ex,0,BrkTil,60.0,0,978
157000,5,1178,2,TA,439,1176,1178,Gd,Gd,1,5,1973,2000,0.0,1973.0,1,Unf,Attchd,Gd,1084,CBlock,80.0,224,0
341000,7,2418,3,Gd,983,1311,1325,Gd,Gd,2,9,1993,1994,651.0,1993.0,1,RFn,Attchd,Ex,1173,PConc,96.0,250,1093
128500,5,971,1,TA,300,971,971,Gd,TA,1,5,1969,1969,0.0,1969.0,1,Unf,Attchd,TA,523,CBlock,69.0,0,0
275000,8,1742,2,Gd,564,1742,1742,Gd,Gd,2,5,1985,1985,0.0,1985.0,1,RFn,Attchd,TA,1148,PConc,,114,0
143000,6,848,2,Gd,420,848,848,Gd,Gd,1,3,2004,2004,169.0,2004.0,0,RFn,Attchd,Ex,662,PConc,,160,0
124500,4,864,2,TA,463,864,864,TA,TA,1,5,1970,1970,0.0,1994.0,0,Unf,Detchd,Ex,191,CBlock,70.0,0,0
135000,4,1470,1,TA,548,941,997,TA,TA,2,7,1954,1972,0.0,1958.0,0,Unf,Detchd,Ex,0,PConc,60.0,0,473
320000,9,1698,3,Ex,768,1698,1698,Ex,Ex,2,8,2007,2008,340.0,2007.0,1,Fin,Attchd,Ex,1234,PConc,86.0,327,0
120500,4,864,2,TA,660,864,864,TA,Gd,1,5,1970,1970,0.0,1989.0,0,Unf,Detchd,TA,375,CBlock,60.0,96,0
222000,6,1680,2,Gd,540,880,1680,Gd,Gd,2,5,1988,2007,260.0,1988.0,1,Fin,Attchd,Ex,808,CBlock,,292,0
194500,7,1232,2,Gd,632,1232,1232,Gd,Gd,2,6,2007,2007,82.0,2007.0,0,RFn,Attchd,Ex,724,PConc,64.0,132,0
110000,5,1776,3,TA,888,1584,1776,TA,TA,2,9,1958,1958,95.0,1968.0,0,Unf,Detchd,TA,0,CBlock,85.0,0,0
103000,4,1208,2,TA,539,780,848,TA,TA,1,5,1925,1950,0.0,1962.0,0,Unf,Detchd,TA,152,CBlock,52.0,0,0
236500,8,1616,2,Gd,608,1595,1616,Gd,Gd,2,5,1995,1996,0.0,1995.0,1,RFn,Attchd,Ex,1180,PConc,39.0,237,0
187500,7,1146,2,Gd,438,868,1146,Ex,Gd,2,6,2003,2003,442.0,2003.0,1,Fin,Attchd,Ex,786,PConc,73.0,160,0
222500,7,2031,2,Gd,541,1153,1153,Gd,Gd,2,8,1998,1999,202.0,1998.0,1,Fin,Attchd,Ex,252,PConc,75.0,192,878
