OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,BsmtQual,1stFlrSF,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,GarageFinish,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,HeatingQC,BsmtFinSF1,Foundation,GarageType,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,BsmtExposure,HalfBath,LotArea,LotShape,CentralAir,Electrical,PavedDrive,BsmtFullBath
7,1478,2,Ex,484,1470,Ex,1478,Gd,2,7,2009,Fin,2009,2009.0,432.0,1,Ex,578,PConc,Attchd,,0,0,144,Av,1,4403,IR2,Y,SBrkr,Y,1
5,1028,2,TA,360,1008,TA,1028,TA,1,5,1927,Unf,1950,1927.0,0.0,1,Gd,0,CBlock,Detchd,56.0,0,0,0,No,0,8960,Reg,Y,FuseA,Y,0
7,2097,3,Gd,678,1080,Gd,1080,Gd,2,9,1993,Unf,1993,1993.0,0.0,1,Ex,50,PConc,Attchd,59.0,196,1017,187,No,1,11228,IR2,Y,SBrkr,Y,0
7,1340,2,Gd,396,1340,Gd,1340,Gd,2,6,2007,Fin,2007,2007.0,0.0,0,Ex,24,PConc,Attchd,73.0,100,0,30,Av,0,8899,IR1,Y,SBrkr,Y,0
6,1400,2,TA,440,672,TA,672,TA,1,6,1978,Fin,1978,1978.0,203.0,1,TA,209,CBlock,Attchd,74.0,0,728,0,No,1,7844,Reg,Y,SBrkr,Y,0
6,2624,3,TA,864,1370,Gd,1370,TA,2,10,1918,Unf,1950,1918.0,0.0,1,TA,1128,BrkTil,Detchd,86.0,0,1254,0,No,1,22420,IR1,N,FuseA,N,1
5,1134,1,TA,240,756,TA,756,TA,1,7,1940,Unf,1950,1940.0,0.0,0,Fa,312,BrkTil,Detchd,60.0,0,378,0,No,1,8160,Reg,N,FuseF,P,1
5,1056,1,TA,304,1056,TA,1056,TA,1,6,1968,Unf,1968,1968.0,0.0,1,Ex,775,CBlock,Attchd,65.0,0,0,85,No,0,8450,Reg,Y,SBrkr,Y,1
7,1344,4,TA,784,1344,Gd,1344,TA,2,8,1997,Fin,1998,1997.0,200.0,0,Ex,1309,PConc,Attchd,78.0,0,0,0,Gd,0,7060,Reg,Y,SBrkr,Y,2
6,1602,2,Gd,529,1602,Gd,1602,Gd,2,8,1977,Fin,2000,1977.0,126.0,1,Gd,1246,CBlock,Attchd,,240,0,0,No,0,16635,IR1,Y,SBrkr,Y,0
5,988,2,TA,520,988,TA,988,TA,1,4,1954,RFn,1954,1954.0,0.0,0,Ex,0,CBlock,Attchd,100.0,0,0,0,No,0,21750,Reg,Y,FuseA,N,0
8,2630,3,Gd,696,1470,Gd,1470,Gd,2,8,1998,Fin,1998,1998.0,473.0,1,Gd,986,PConc,Attchd,80.0,0,1160,66,No,1,9200,Reg,Y,SBrkr,Y,1
6,1196,1,TA,297,1196,Gd,1196,TA,1,6,1956,RFn,1956,1956.0,74.0,1,Gd,616,CBlock,Attchd,72.0,0,0,44,No,0,9000,Reg,Y,FuseA,Y,1
7,1389,1,TA,240,651,TA,707,TA,1,6,1946,Unf,1992,1947.0,0.0,2,Gd,0,CBlock,Detchd,60.0,0,682,0,No,1,3378,Reg,Y,SBrkr,P,0
7,1644,2,Gd,569,1518,Gd,1644,Gd,2,5,1989,Fin,1989,1989.0,145.0,1,Gd,1518,PConc,Attchd,,80,0,0,Gd,0,12800,Reg,Y,SBrkr,Y,1
4,907,1,TA,352,907,TA,907,TA,1,5,1957,Unf,1957,1964.0,0.0,0,Ex,288,CBlock,Detchd,77.0,0,0,0,No,0,8593,IR1,Y,SBrkr,Y,0
7,1208,2,Gd,628,1208,Gd,1208,Gd,2,6,2007,RFn,2007,2007.0,108.0,0,Ex,664,PConc,Attchd,64.0,105,0,54,No,0,6762,Reg,Y,SBrkr,Y,1
6,1412,2,TA,576,1392,Gd,1412,Gd,2,6,1988,Unf,1988,1988.0,0.0,1,TA,1005,CBlock,Attchd,130.0,0,0,0,Mn,0,11457,IR1,Y,SBrkr,Y,1
6,987,1,TA,264,483,TA,483,TA,1,4,1971,Unf,1971,1971.0,232.0,0,TA,387,CBlock,Detchd,21.0,0,504,0,No,1,1680,Reg,Y,SBrkr,Y,0
6,1198,0,TA,0,901,TA,1088,TA,1,7,1920,,1998,,0.0,0,Gd,0,BrkTil,,60.0,0,110,98,No,0,5586,IR1,Y,SBrkr,N,0
5,1365,2,TA,440,765,TA,765,TA,1,6,1971,Unf,1971,1971.0,376.0,0,Ex,471,CBlock,Detchd,24.0,240,600,36,No,1,1920,Reg,Y,SBrkr,Y,1
6,1604,2,TA,470,926,Gd,926,TA,2,7,1997,Fin,1998,1997.0,0.0,1,Ex,0,PConc,Attchd,100.0,0,678,36,No,1,10839,IR1,Y,SBrkr,Y,0
4,630,0,TA,0,630,Gd,630,TA,1,3,1972,,1972,,0.0,0,Gd,495,CBlock,,21.0,88,0,0,Av,0,1890,Reg,Y,SBrkr,Y,1
7,1661,2,Gd,550,799,Gd,827,Gd,2,6,1996,RFn,1996,1996.0,0.0,1,Ex,385,PConc,Attchd,43.0,158,834,61,Av,1,10667,IR2,Y,SBrkr,Y,1
6,1118,2,TA,440,648,Fa,734,TA,1,6,1920,Unf,1950,1990.0,0.0,0,TA,0,BrkTil,Detchd,40.0,0,384,0,No,0,4400,Reg,Y,FuseA,Y,0
6,904,1,Gd,180,884,TA,904,TA,1,4,1926,Unf,2004,1926.0,0.0,0,Gd,0,PConc,Detchd,50.0,0,0,0,No,0,6000,Reg,Y,SBrkr,Y,0
5,694,1,TA,352,440,TA,694,Gd,1,4,1913,Unf,2002,1990.0,0.0,1,TA,365,PConc,Detchd,40.0,0,0,0,No,0,4280,Reg,N,SBrkr,P,0
6,1196,2,TA,528,684,TA,684,Gd,1,7,1920,Unf,2000,2005.0,0.0,0,Gd,0,BrkTil,Detchd,67.0,0,512,46,Mn,0,12354,Reg,Y,SBrkr,Y,0
10,2402,3,Ex,672,3094,Ex,2402,Ex,2,10,2008,Fin,2008,2008.0,200.0,2,Ex,1767,PConc,Attchd,105.0,0,0,72,Gd,0,15431,Reg,Y,SBrkr,Y,1
4,1440,0,TA,0,1440,TA,1440,Fa,2,8,1955,,1955,,270.0,0,TA,133,CBlock,,92.0,0,0,0,No,0,12108,Reg,N,FuseF,Y,0
5,1573,2,TA,360,1078,TA,1128,TA,2,8,1930,Unf,1992,1930.0,0.0,1,TA,0,PConc,Detchd,52.0,0,445,0,No,0,6240,Reg,Y,SBrkr,P,0
7,1258,3,Gd,648,1258,Ex,1258,Gd,2,6,2006,Fin,2007,2007.0,72.0,1,Ex,0,PConc,Attchd,53.0,144,0,16,Av,0,3922,Reg,Y,SBrkr,Y,0
7,1908,2,Gd,493,915,Gd,933,Gd,2,8,1994,Unf,1995,1994.0,0.0,1,Ex,642,PConc,Attchd,70.0,144,975,133,No,1,8750,Reg,Y,SBrkr,Y,1
6,1689,2,TA,480,1436,TA,1689,TA,1,7,1956,Unf,1956,1956.0,0.0,1,Fa,0,CBlock,Attchd,73.0,0,0,0,No,0,9855,Reg,Y,SBrkr,Y,0
6,1888,2,Gd,578,1517,TA,1888,Gd,2,6,1966,Fin,2002,1966.0,0.0,1,Ex,247,CBlock,Attchd,137.0,0,0,0,No,1,16492,IR1,Y,SBrkr,Y,0
7,1886,2,Gd,431,930,Gd,956,Gd,2,10,1998,Fin,1999,1998.0,0.0,1,Gd,0,PConc,Attchd,,89,930,0,No,1,11214,IR1,Y,SBrkr,Y,0
6,1376,1,TA,198,780,TA,780,TA,2,7,1937,Unf,1950,1937.0,0.0,1,TA,0,BrkTil,Detchd,50.0,0,596,0,No,0,8600,Reg,Y,SBrkr,N,0
3,1183,1,TA,308,649,TA,679,TA,1,6,1948,Unf,2002,1981.0,0.0,0,Ex,331,CBlock,Detchd,50.0,0,504,176,No,1,6000,Reg,Y,SBrkr,Y,0
6,813,1,TA,270,813,TA,813,Gd,1,5,1930,Unf,2005,1932.0,0.0,0,Ex,0,BrkTil,Detchd,70.0,0,0,113,No,0,5684,Reg,Y,FuseA,N,0
7,1533,2,TA,576,1533,Gd,1533,Gd,2,5,1975,Unf,1975,1975.0,0.0,2,TA,655,CBlock,Attchd,62.0,200,0,54,Gd,0,70761,IR1,Y,SBrkr,Y,1
6,1756,2,Gd,422,872,Ex,888,TA,2,7,1996,Fin,1997,1996.0,42.0,0,Ex,742,PConc,Attchd,,144,868,122,No,1,9303,IR1,Y,SBrkr,Y,1
8,1590,2,Gd,676,768,Gd,786,Gd,2,6,2008,RFn,2008,2008.0,0.0,0,Ex,0,PConc,Attchd,75.0,0,804,30,No,1,9000,Reg,Y,SBrkr,Y,0
5,1728,2,TA,560,1728,TA,1728,TA,2,8,1976,Unf,1976,1976.0,0.0,0,TA,1606,CBlock,Detchd,63.0,0,0,0,No,0,9297,Reg,Y,SBrkr,Y,2
7,1242,2,TA,528,1242,TA,1242,TA,1,6,1973,Unf,1973,1973.0,320.0,1,Fa,916,CBlock,Attchd,80.0,0,0,0,No,1,9600,Reg,Y,SBrkr,Y,0
5,1344,3,TA,513,624,TA,624,TA,1,7,1916,Unf,1950,1916.0,0.0,0,Fa,0,BrkTil,Detchd,34.0,0,720,0,No,0,4571,Reg,N,SBrkr,Y,0
4,1663,2,TA,529,1364,Gd,1663,Gd,1,6,1954,Fin,1994,1954.0,0.0,2,Ex,1116,CBlock,Attchd,,224,0,137,Gd,0,53227,IR1,Y,SBrkr,Y,1
8,1666,1,TA,228,588,TA,833,Gd,1,7,1925,Unf,1996,1925.0,0.0,1,Fa,0,PConc,Detchd,,192,833,63,No,0,5100,Reg,Y,SBrkr,Y,0
5,1203,1,TA,352,709,TA,979,Gd,1,5,1950,Unf,1950,1950.0,161.0,1,TA,185,CBlock,Detchd,,0,224,0,No,0,7015,IR1,Y,SBrkr,Y,1
8,1935,2,Gd,552,832,Gd,832,TA,2,8,2009,Fin,2009,2009.0,110.0,0,Ex,544,PConc,BuiltIn,75.0,0,1103,150,No,1,8004,IR1,Y,SBrkr,Y,1
7,1135,2,Gd,576,560,Gd,575,Gd,1,6,1936,RFn,2007,1971.0,0.0,0,Ex,350,PConc,Detchd,60.0,256,560,0,No,0,7200,Reg,Y,SBrkr,Y,1
5,864,1,TA,360,864,TA,864,TA,1,5,1965,Unf,1965,1965.0,0.0,1,Gd,553,CBlock,Detchd,60.0,0,0,0,No,0,8281,IR1,Y,SBrkr,Y,0
6,1660,1,TA,240,715,TA,849,TA,1,6,1934,Unf,1995,1939.0,0.0,1,Fa,326,CBlock,Detchd,74.0,0,811,0,No,1,11988,IR1,Y,FuseA,Y,0
5,1040,0,TA,0,1040,Gd,1040,TA,2,5,1978,,1978,,136.0,0,TA,616,CBlock,,60.0,0,0,0,No,0,8430,Reg,Y,SBrkr,Y,0
7,1414,2,Gd,398,1375,Gd,1414,Gd,2,6,2004,Fin,2004,2004.0,18.0,1,Ex,0,PConc,Attchd,,144,0,20,No,0,3072,Reg,Y,SBrkr,Y,0
7,1277,2,TA,526,1277,TA,1277,TA,1,5,1970,Unf,1970,1970.0,0.0,1,TA,778,CBlock,Attchd,85.0,0,0,0,Gd,0,10628,Reg,Y,SBrkr,Y,1
5,1644,1,TA,312,728,TA,888,Gd,1,7,1942,Unf,1995,1942.0,224.0,2,Ex,386,CBlock,Attchd,79.0,168,756,0,No,1,9480,Reg,Y,SBrkr,Y,0
8,1634,3,Gd,866,1626,Gd,1634,Gd,2,7,2006,RFn,2006,2006.0,248.0,1,Ex,0,PConc,Attchd,98.0,0,0,44,No,0,11428,IR1,Y,SBrkr,Y,0
6,1710,2,Gd,506,832,Gd,832,Gd,2,7,1993,RFn,1993,1993.0,120.0,0,Ex,426,PConc,Attchd,76.0,144,878,70,No,1,9291,IR1,Y,SBrkr,Y,0
8,1502,2,Gd,528,1488,Gd,1502,Gd,1,4,1985,RFn,1985,1985.0,0.0,0,TA,368,PConc,Attchd,,0,0,54,Av,1,6820,IR1,Y,SBrkr,Y,1
7,1969,2,TA,534,808,Gd,1161,TA,2,8,1977,RFn,1977,1977.0,0.0,1,TA,0,CBlock,Attchd,92.0,0,808,0,No,1,11952,Reg,Y,SBrkr,Y,0
6,1072,2,TA,525,547,Gd,1072,TA,1,5,2005,RFn,2005,2005.0,80.0,0,Ex,459,PConc,Basment,35.0,0,0,28,Gd,0,3675,Reg,Y,SBrkr,Y,1
8,1976,3,Gd,908,1976,Ex,1976,Gd,2,7,2006,RFn,2007,2006.0,304.0,1,Ex,1350,PConc,Attchd,110.0,250,0,63,Gd,0,14977,IR1,Y,SBrkr,Y,1
8,1652,2,Gd,499,1494,Gd,1652,Ex,2,6,2000,RFn,2000,2000.0,0.0,0,Ex,1196,PConc,Attchd,41.0,96,0,48,Av,0,5330,Reg,Y,SBrkr,Y,1
5,970,2,TA,624,970,TA,970,TA,1,5,1963,Unf,1963,1996.0,0.0,0,TA,630,CBlock,Detchd,80.0,0,0,24,No,0,8480,Reg,Y,SBrkr,Y,1
6,1493,2,TA,508,1478,Gd,1493,Gd,2,7,1997,Fin,1998,1997.0,215.0,1,Ex,994,PConc,Attchd,75.0,140,0,39,Gd,0,13125,Reg,Y,SBrkr,Y,1
9,2643,3,Ex,694,2153,Gd,2069,Ex,2,9,2006,Fin,2006,2006.0,772.0,1,Ex,0,PConc,BuiltIn,105.0,414,574,84,Av,1,13693,Reg,Y,SBrkr,Y,0
8,1718,3,Gd,826,1705,Ex,1718,Gd,2,7,2007,RFn,2008,2007.0,336.0,1,Ex,1288,PConc,Attchd,79.0,208,0,44,Gd,0,10637,Reg,Y,SBrkr,Y,1
4,1131,2,TA,672,907,Fa,1131,TA,1,7,1937,Unf,2000,1995.0,435.0,0,TA,168,BrkTil,Detchd,50.0,0,0,72,No,0,5925,Reg,Y,SBrkr,Y,0
9,1850,3,Gd,772,1833,Ex,1850,Gd,2,8,2004,Fin,2005,2004.0,378.0,1,Ex,1261,PConc,Attchd,98.0,519,0,112,Gd,0,16033,IR1,Y,SBrkr,Y,1
9,1792,3,Gd,874,1792,Ex,1792,Ex,2,6,2003,Fin,2004,2003.0,562.0,1,Ex,1567,PConc,Attchd,72.0,206,0,49,Gd,0,11846,IR1,Y,SBrkr,Y,1
7,1826,1,Gd,164,910,TA,916,Ex,1,7,1915,Unf,2005,1915.0,0.0,1,Ex,299,PConc,Attchd,50.0,0,910,0,No,1,2500,Reg,Y,SBrkr,Y,1
6,1216,2,TA,402,1216,Ex,1216,TA,2,5,1998,Unf,1998,1998.0,116.0,0,Ex,897,PConc,Attchd,32.0,0,0,125,No,0,4500,Reg,Y,SBrkr,Y,1
5,999,1,TA,264,999,TA,999,Gd,1,6,1962,Unf,2001,1963.0,0.0,0,Gd,588,CBlock,Detchd,,0,0,132,No,0,7758,IR1,Y,SBrkr,Y,1
5,1113,1,Gd,264,1113,TA,1113,Gd,1,5,1950,Unf,2007,1950.0,0.0,1,Gd,607,CBlock,Attchd,80.0,0,0,80,No,0,9600,Reg,Y,SBrkr,Y,0
5,1073,2,TA,515,1073,TA,1073,TA,1,6,1965,RFn,1965,1965.0,168.0,0,TA,836,CBlock,Attchd,79.0,0,0,0,No,1,10289,Reg,Y,SBrkr,Y,1
5,1484,2,TA,487,1484,Gd,1484,TA,2,7,1971,Unf,1971,1971.0,0.0,1,Gd,998,CBlock,Attchd,70.0,224,0,0,Av,0,12243,IR1,Y,SBrkr,Y,0
5,2414,2,TA,520,954,TA,1766,TA,2,10,1900,Unf,1970,1970.0,0.0,1,TA,664,CBlock,Attchd,60.0,142,648,0,No,0,10800,Reg,N,FuseA,N,0
4,630,1,TA,286,630,Gd,630,Gd,1,3,1970,Unf,2002,1970.0,0.0,0,TA,515,CBlock,Attchd,21.0,0,0,0,Av,0,1526,Reg,Y,SBrkr,Y,1
5,1304,1,TA,336,264,Gd,616,TA,1,4,1976,Fin,1976,1976.0,0.0,1,TA,0,PConc,BuiltIn,,141,688,24,Mn,1,2665,Reg,Y,SBrkr,Y,0
6,1578,1,TA,240,806,TA,958,Fa,1,5,1941,Unf,1950,1941.0,0.0,2,TA,403,CBlock,Attchd,79.0,0,620,0,No,0,9490,Reg,Y,FuseA,Y,1
6,1456,2,Gd,429,728,Gd,728,TA,2,8,2006,RFn,2006,2006.0,0.0,0,Gd,0,PConc,Attchd,105.0,0,728,0,No,1,15578,IR1,Y,SBrkr,Y,0
5,1269,1,TA,308,1269,TA,1269,TA,1,6,1960,Unf,1960,1964.0,0.0,1,TA,374,CBlock,Detchd,70.0,0,0,0,No,1,7931,Reg,Y,FuseA,Y,0
5,886,1,TA,273,190,Fa,886,TA,1,4,1938,Unf,1996,1938.0,0.0,0,Gd,0,BrkTil,Attchd,50.0,144,0,20,No,0,5784,Reg,Y,FuseA,Y,0
4,720,0,TA,0,720,TA,720,TA,1,4,1920,,1950,,0.0,0,TA,495,CBlock,,60.0,0,0,523,No,0,7879,Reg,N,FuseA,N,0
8,3228,2,Gd,546,3200,Gd,3228,Gd,3,10,1992,RFn,1993,1992.0,0.0,1,Ex,1231,PConc,Attchd,,264,0,75,No,0,12692,IR1,Y,SBrkr,Y,1
7,1820,1,TA,240,1026,TA,1133,TA,2,8,1925,Unf,1950,1925.0,0.0,0,Ex,329,PConc,Detchd,60.0,0,687,100,No,0,9120,Reg,Y,SBrkr,N,1
5,899,1,TA,288,864,TA,899,Gd,1,5,1967,Fin,2004,1967.0,89.0,0,Ex,450,PConc,Attchd,65.0,64,0,0,No,0,7800,Reg,Y,SBrkr,Y,0
5,912,1,TA,297,912,TA,912,TA,1,5,1958,Fin,1985,1958.0,0.0,0,Fa,111,CBlock,Attchd,70.0,12,0,285,No,0,7535,IR1,Y,SBrkr,Y,0
6,1218,1,TA,264,672,TA,672,TA,1,7,1973,Unf,1973,1973.0,285.0,0,TA,356,CBlock,Detchd,21.0,144,546,28,No,1,1890,Reg,Y,SBrkr,Y,0
7,1768,2,Gd,603,866,Gd,866,Gd,2,7,2005,RFn,2005,2005.0,0.0,0,Gd,400,PConc,Attchd,75.0,0,902,108,No,1,9803,Reg,Y,SBrkr,Y,0
5,1214,2,TA,461,1214,TA,1214,TA,1,6,1965,Unf,1965,1965.0,0.0,0,Ex,698,CBlock,Detchd,70.0,0,0,0,No,0,9170,Reg,Y,SBrkr,Y,1
7,1801,2,TA,484,1501,TA,1801,TA,2,6,1959,Fin,1997,1959.0,0.0,2,TA,1247,CBlock,Attchd,100.0,0,0,54,No,0,15602,IR1,Y,SBrkr,Y,1
6,1322,2,TA,440,855,TA,855,TA,2,6,1974,Unf,1974,1974.0,0.0,1,TA,257,CBlock,Attchd,24.0,260,467,0,No,1,2308,Reg,Y,SBrkr,Y,0
5,1960,2,TA,400,960,TA,960,TA,2,10,1952,Unf,1952,1952.0,360.0,0,Gd,0,CBlock,Detchd,60.0,0,1000,0,No,0,7596,Reg,Y,SBrkr,N,0
8,1911,2,Gd,471,777,Gd,1065,Gd,2,8,1993,RFn,1994,1993.0,125.0,1,Ex,380,PConc,Attchd,80.0,182,846,81,No,1,9554,IR1,Y,SBrkr,Y,0
6,1218,2,Gd,676,1218,Gd,1218,Gd,2,4,2009,Fin,2009,2009.0,0.0,0,Ex,27,PConc,Attchd,75.0,0,0,102,No,0,7862,IR1,Y,SBrkr,Y,0
7,1378,2,TA,360,689,TA,689,Gd,2,7,1928,Unf,2005,1928.0,0.0,1,Ex,141,BrkTil,Detchd,60.0,0,689,0,No,0,9600,Reg,Y,SBrkr,N,0
5,1041,1,TA,270,1041,TA,1041,TA,1,6,1959,RFn,1959,1959.0,132.0,0,Ex,991,CBlock,Attchd,80.0,224,0,88,No,0,9600,Reg,Y,SBrkr,Y,1
5,1363,1,Gd,288,1008,TA,1363,TA,1,6,1951,Unf,2000,1951.0,70.0,2,Ex,650,CBlock,CarPort,75.0,324,0,42,No,0,14559,Reg,Y,SBrkr,Y,1
7,1368,2,Gd,474,1368,Gd,1368,Gd,2,6,2005,RFn,2006,2005.0,94.0,1,Ex,0,PConc,Attchd,40.0,132,0,35,No,0,6792,IR1,Y,SBrkr,Y,0
5,864,2,TA,624,864,TA,864,TA,1,5,1958,Unf,1958,1964.0,0.0,0,TA,521,CBlock,Detchd,70.0,0,0,0,No,0,9100,Reg,Y,SBrkr,Y,1
6,1080,2,TA,484,1084,TA,1080,TA,1,5,1983,Unf,1983,1983.0,0.0,0,TA,336,PConc,Attchd,71.0,120,0,0,No,1,9187,Reg,Y,SBrkr,Y,0
5,789,1,TA,200,768,TA,789,TA,1,5,1926,Unf,1950,1926.0,0.0,0,Fa,0,BrkTil,Detchd,55.0,0,0,0,No,0,10594,Reg,N,SBrkr,Y,0
10,2020,3,Ex,900,2006,Ex,2020,Ex,2,9,2009,Fin,2009,2009.0,305.0,1,Ex,1436,CBlock,Attchd,94.0,156,0,54,No,1,12220,Reg,Y,SBrkr,Y,1
6,2119,2,TA,583,689,TA,1378,TA,2,7,1972,RFn,1972,1972.0,333.0,1,TA,0,CBlock,Attchd,,0,741,104,No,1,10448,IR1,Y,SBrkr,Y,0
7,2344,3,Gd,889,1264,Gd,1277,Gd,2,7,1996,RFn,1997,1996.0,921.0,1,Ex,0,PConc,Attchd,79.0,220,1067,0,No,1,10208,IR1,Y,SBrkr,Y,0
6,1796,2,TA,546,794,Gd,882,TA,2,7,1998,RFn,1998,1998.0,0.0,0,Ex,706,PConc,Attchd,,0,914,36,Mn,1,9531,IR1,Y,SBrkr,Y,1
7,2080,1,Gd,282,1276,Gd,1276,Gd,1,9,1926,Unf,2004,1926.0,0.0,2,Ex,0,BrkTil,Detchd,53.0,0,804,0,No,1,10918,Reg,Y,SBrkr,Y,0
4,1294,0,TA,0,0,,694,TA,2,7,1900,,2000,,0.0,0,TA,0,BrkTil,,60.0,220,600,114,,0,10800,Reg,N,FuseA,N,0
6,1244,1,TA,336,1244,TA,1244,TA,1,6,1957,Unf,1957,1957.0,0.0,2,Ex,777,CBlock,Attchd,90.0,0,0,40,No,1,11988,IR1,Y,FuseA,Y,0
6,1664,2,TA,420,1004,TA,1004,TA,2,7,1947,Unf,1950,1950.0,0.0,2,Ex,399,CBlock,Detchd,50.0,0,660,24,No,0,5000,Reg,Y,SBrkr,Y,0
10,4676,3,Ex,884,3138,Ex,3138,Ex,3,11,2007,Fin,2008,2007.0,762.0,1,Ex,2260,PConc,BuiltIn,130.0,208,1538,406,Gd,1,40094,IR1,Y,SBrkr,Y,1
7,2398,3,Gd,834,1379,Gd,1383,Gd,2,8,1996,Fin,1997,1996.0,594.0,1,Ex,719,PConc,Attchd,95.0,239,1015,60,No,1,11787,IR1,Y,SBrkr,Y,1
7,1266,2,Gd,453,1257,Gd,1266,Gd,2,6,2005,Unf,2005,2005.0,0.0,1,Ex,0,PConc,Attchd,62.0,38,0,144,No,0,7500,Reg,Y,SBrkr,Y,0
5,928,1,TA,252,928,Gd,928,TA,1,4,1956,Unf,2000,1956.0,0.0,0,TA,377,CBlock,Attchd,70.0,261,0,0,No,0,13300,Reg,Y,SBrkr,Y,0
9,2713,3,Ex,858,1452,Ex,1476,Ex,2,11,2008,Fin,2008,2008.0,268.0,1,Ex,1330,PConc,Attchd,67.0,126,1237,66,Av,1,14948,IR1,Y,SBrkr,Y,1
4,605,0,TA,0,528,TA,605,TA,1,5,1920,,2002,,0.0,0,Ex,348,BrkTil,,58.0,0,0,0,Mn,0,9098,IR1,Y,SBrkr,N,1
6,2515,2,Gd,484,2035,TA,2515,TA,3,9,1957,RFn,1975,1975.0,,2,TA,1219,PConc,Attchd,,0,0,0,No,0,32668,IR1,Y,SBrkr,Y,1
6,1509,2,Gd,600,1461,Gd,1509,Gd,2,5,1988,RFn,1989,1988.0,219.0,1,Ex,783,CBlock,Attchd,85.0,224,0,0,Av,0,10200,Reg,Y,SBrkr,Y,1
6,1362,2,TA,502,611,Fa,751,TA,2,6,1920,Fin,1999,1920.0,0.0,0,Ex,0,BrkTil,Detchd,60.0,0,611,0,Mn,0,6155,IR1,Y,SBrkr,Y,0
5,827,1,TA,392,0,,827,TA,1,5,1955,Unf,2007,1967.0,0.0,1,Ex,0,Slab,Detchd,60.0,0,0,0,,0,7200,Reg,Y,SBrkr,Y,0
1,334,0,Fa,0,0,,334,Fa,1,2,1946,,1950,,0.0,0,Fa,0,Slab,,50.0,0,0,0,,0,5000,Reg,N,FuseF,N,0
8,1414,2,Gd,403,707,Ex,707,Gd,2,6,2004,Fin,2004,2004.0,0.0,1,Ex,0,PConc,Attchd,74.0,100,707,35,Av,1,9056,IR1,Y,SBrkr,Y,0
5,1347,0,TA,0,1117,Gd,820,TA,1,5,1910,,1991,,0.0,0,TA,969,CBlock,,70.0,85,527,0,Gd,0,7000,Reg,Y,SBrkr,N,1
7,1724,2,TA,527,880,Gd,880,Gd,2,8,1998,Fin,1999,1998.0,0.0,0,Ex,0,PConc,Attchd,57.0,120,844,155,Av,1,8924,IR1,Y,SBrkr,Y,0
4,864,2,TA,576,864,TA,864,TA,1,5,1972,Unf,1972,1980.0,0.0,0,TA,600,CBlock,Detchd,,216,0,0,No,0,12735,IR1,Y,SBrkr,Y,0
5,1159,1,TA,336,1051,TA,1159,TA,1,7,1968,Unf,1968,1968.0,188.0,1,TA,673,CBlock,Attchd,,466,0,0,No,1,11553,IR1,Y,SBrkr,Y,0
8,1601,2,Gd,670,1581,Gd,1601,Gd,2,6,2001,RFn,2002,2001.0,479.0,1,Ex,1358,PConc,Attchd,,180,0,0,Av,0,11423,Reg,Y,SBrkr,Y,1
9,1838,3,Ex,765,1838,Ex,1838,Ex,2,8,2006,Fin,2006,2006.0,584.0,1,Ex,1260,PConc,Attchd,85.0,270,0,68,Av,0,14601,Reg,Y,SBrkr,Y,1
8,2285,3,Gd,648,969,Gd,997,Gd,2,8,2000,Fin,2000,2000.0,72.0,1,Ex,0,PConc,BuiltIn,,0,1288,56,No,1,11000,Reg,Y,SBrkr,Y,0
7,1680,2,Gd,583,1650,Ex,1680,Gd,2,7,1998,Fin,1999,1998.0,0.0,1,Ex,144,PConc,Attchd,78.0,78,0,73,No,0,10140,Reg,Y,SBrkr,Y,1
7,767,1,TA,367,723,Gd,767,TA,1,4,1998,Fin,1998,1998.0,182.0,0,Ex,584,PConc,Attchd,34.0,120,0,40,Av,0,4058,Reg,Y,SBrkr,Y,1
7,1496,2,Gd,426,654,Gd,664,Gd,2,7,2006,RFn,2006,2006.0,0.0,1,Ex,554,PConc,Attchd,58.0,100,832,24,Av,1,17104,IR1,Y,SBrkr,Y,1
7,2183,3,Gd,786,1204,Gd,1377,Gd,2,9,1988,Unf,1988,1988.0,178.0,0,Gd,1002,PConc,Attchd,,0,806,0,No,1,13837,IR1,Y,SBrkr,Y,0
6,1635,2,TA,440,1065,Gd,915,TA,1,6,1923,Unf,1950,1950.0,0.0,1,Ex,300,BrkTil,Detchd,70.0,0,720,38,No,1,8737,IR1,Y,FuseA,Y,0
5,768,2,TA,624,768,Gd,768,TA,1,5,1970,Unf,1970,1987.0,0.0,0,Ex,619,CBlock,Detchd,54.0,104,0,0,Av,0,7244,Reg,Y,SBrkr,Y,1
5,825,2,TA,720,825,TA,825,TA,1,4,1955,RFn,1995,1963.0,0.0,0,TA,180,CBlock,Detchd,49.0,140,0,50,No,0,8235,IR1,Y,SBrkr,Y,1
7,2094,2,Gd,615,912,Gd,912,Gd,2,8,2003,Fin,2004,2003.0,0.0,1,Ex,0,PConc,BuiltIn,75.0,182,1182,182,No,1,9375,Reg,Y,SBrkr,Y,0
6,1069,2,TA,440,1069,Gd,1069,TA,2,4,1977,RFn,1977,1977.0,0.0,0,TA,559,CBlock,Attchd,53.0,0,0,55,No,0,4043,Reg,Y,SBrkr,Y,0
